driver,behavior,road,trip_id,window_id,p_normal,p_drowsy,p_aggressive,pred_label,true_label,model
D1,NORMAL,SECONDARY,0,21,0.5324068017710105,0.3983060059954933,0.06928719223349628,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,22,0.6193856321135723,0.2949455391017011,0.08566882878472647,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,23,0.37122072493284947,0.5356077946670427,0.09317148040010795,DROWSY,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,24,0.37122072493284947,0.5356077946670427,0.09317148040010795,DROWSY,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,25,0.8199162435607605,0.10003335433421043,0.08005040210502909,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,26,0.7144716293597085,0.07938573659552317,0.20614263404476835,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,27,0.7093344726739399,0.2008175268563319,0.08984800046972813,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,28,0.7329716784211876,0.05969464205112184,0.2073336795276905,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,29,0.8199162435607605,0.10003335433421043,0.08005040210502909,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,30,0.6469753847432504,0.27107534180160964,0.08194927345513983,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,31,0.4688601835791277,0.45243639065975877,0.07870342576111347,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,32,0.2973708068902992,0.6745240253853129,0.028105167724388036,DROWSY,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,33,0.668215096892669,0.25476610447977577,0.0770187986275552,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,34,0.8199162435607605,0.10003335433421043,0.08005040210502909,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,35,0.8169737694544469,0.10166784686544227,0.08135838368011089,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,36,0.711984252376389,0.054391463130358204,0.23362428449325287,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,37,0.7212211151155395,0.10387958448166208,0.17489930040279839,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,38,0.6625985185966207,0.08072594037483194,0.2566755410285473,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,39,0.6970128022759602,0.06970128022759602,0.2332859174964438,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,40,0.5259605610896524,0.17731246188249644,0.29672697702785117,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,41,0.2522563626743553,0.6699115858568044,0.07783205146884034,DROWSY,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,42,0.6972556363898293,0.27659727724555216,0.0261470863646186,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,43,0.5371948093033966,0.20154651294795692,0.2612586777486465,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,44,0.5861421692646699,0.22623031094425855,0.18762751979107156,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,45,0.6556226456205925,0.1037749684686006,0.240602385910807,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,46,0.8169737694544469,0.10166784686544227,0.08135838368011089,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,47,0.5687620682257026,0.3447042837731531,0.08653364800114424,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,48,0.6696943660243033,0.19479563029335953,0.13551000368233707,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,49,0.6391075163854413,0.1858987588899735,0.1749937247245851,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,50,0.3316513761467889,0.5851085253971805,0.08324009845603042,DROWSY,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,51,0.2726553910330709,0.48360895045621144,0.2437356585107177,DROWSY,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,52,0.6124346310284717,0.2636416459774973,0.12392372299403095,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,53,0.5096126639960685,0.2425429256451877,0.24784441035874372,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,54,0.6556226456205925,0.1037749684686006,0.240602385910807,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,55,0.6229653609540258,0.29596219486297215,0.08107244418300222,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,56,0.6556226456205925,0.1037749684686006,0.240602385910807,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,57,0.5371948093033966,0.20154651294795692,0.2612586777486465,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,58,0.44190023477580365,0.3652068055998377,0.1928929596243587,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,59,0.36670680315496224,0.36663288523455206,0.2666603116104857,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,60,0.5445047241073763,0.36409406796060473,0.09140120793201902,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,61,0.5371948093033966,0.20154651294795692,0.2612586777486465,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,62,0.7816877731704585,0.09727670066121259,0.12103552616832904,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,63,0.4688601835791277,0.45243639065975877,0.07870342576111347,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,64,0.6130334288929287,0.30931656264280005,0.07765000846427138,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,65,0.7174693574346911,0.07552309025628327,0.20700755230902562,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,66,0.6556226456205925,0.1037749684686006,0.240602385910807,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,67,0.6453251016282254,0.18269602834720983,0.17197887002456466,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,68,0.8287991968172385,0.09028313690819591,0.08091766627456563,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,69,0.4100382227851519,0.2917919060278843,0.2981698711869637,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,70,0.2726553910330709,0.48360895045621144,0.2437356585107177,DROWSY,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,71,0.7174693574346911,0.07552309025628327,0.20700755230902562,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,72,0.5978822639606707,0.2735409050800454,0.12857683095928402,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,73,0.6065948570931495,0.31446314905655387,0.07894199385029671,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,74,0.7448089076136021,0.09268733072524826,0.16250376166114955,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,75,0.7079064880483321,0.05516154452324665,0.23693196742842132,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,76,0.5111068186208229,0.1325091751979911,0.356384006181186,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,77,0.3588563573418575,0.269017174073223,0.3721264685849194,AGGRESSIVE,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,78,0.5504842222325194,0.10309994902923868,0.346415828738242,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,79,0.3234501347708895,0.09433962264150944,0.5822102425876011,AGGRESSIVE,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,80,0.3667573467085105,0.2529230254906705,0.3803196278008189,AGGRESSIVE,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,81,0.6411923202397205,0.08584754056764494,0.27296013919263434,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,82,0.5103072855854203,0.09557522815046801,0.39411748626411175,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,83,0.7356936429499366,0.05620272291443365,0.20810363413562974,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,84,0.8367577298965537,0.08608618620334914,0.07715608390009715,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,85,0.6964774999382883,0.11024166275826319,0.19328083730344847,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,86,0.7122422010121091,0.19880861021935428,0.08894918876853664,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,87,0.6391075163854413,0.1858987588899735,0.1749937247245851,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,88,0.6569066301542997,0.05924482595186686,0.28384854389383324,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,89,0.5759306578485895,0.07922491106768875,0.34484443108372165,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,90,0.48902392402261613,0.20408861345298698,0.30688746252439686,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,91,0.7255676209279369,0.051826258637709774,0.2226061204343534,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,92,0.690610190749105,0.22191352389721933,0.08747628535367567,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,93,0.39102204482539793,0.32463618833902,0.28434176683558193,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,94,0.39102204482539793,0.32463618833902,0.28434176683558193,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,95,0.6407706252443749,0.2758397611346106,0.08338961362101446,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,96,0.1791655050645851,0.7390577083914135,0.08177678654400149,DROWSY,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,97,0.14259022825646936,0.7804938809827795,0.07691589076075109,DROWSY,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,98,0.5445047241073763,0.36409406796060473,0.09140120793201902,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,99,0.4435451558618479,0.139113711034538,0.4173411331036141,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,100,0.7079064880483321,0.05516154452324665,0.23693196742842132,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,101,0.711984252376389,0.054391463130358204,0.23362428449325287,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,102,0.35880856615993284,0.20964258563134786,0.43154884820871925,AGGRESSIVE,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,103,0.40324717660199866,0.30352123662730884,0.2932315867706924,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,104,0.5371948093033966,0.20154651294795692,0.2612586777486465,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,105,0.5445047241073763,0.36409406796060473,0.09140120793201902,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,106,0.5995485587567171,0.17439214859730756,0.2260592926459753,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,107,0.6756524232864927,0.19128190421565816,0.13306567249784915,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,108,0.2726553910330709,0.48360895045621144,0.2437356585107177,DROWSY,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,109,0.6318771675594705,0.09174984124916556,0.276372991191364,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,110,0.5182739499012047,0.052775830199502834,0.4289502198992925,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,111,0.6556226456205925,0.1037749684686006,0.240602385910807,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,112,0.6411923202397205,0.08584754056764494,0.27296013919263434,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,113,0.6646083807841221,0.0779375034548327,0.25745411576104504,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,114,0.5182739499012047,0.052775830199502834,0.4289502198992925,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,115,0.5128872495798444,0.091002721715722,0.3961100287044336,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,116,0.38997389690851336,0.22785168412114348,0.3821744189703431,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,117,0.3061799810914188,0.37631784071418295,0.3175021781943982,DROWSY,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,118,0.5966753124263146,0.31254421127092663,0.09078047630275878,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,119,0.3955905005524848,0.39551076047980743,0.2088987389677078,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,120,0.4031849757588348,0.25671341203643394,0.34010161220473134,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,121,0.6106153846153846,0.10553846153846154,0.2838461538461538,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,122,0.4060343819436323,0.23723541106303356,0.3567302069933341,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,123,0.39102204482539793,0.32463618833902,0.28434176683558193,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,124,0.3763109191856879,0.3386798272671191,0.2850092535471931,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,125,0.37122072493284947,0.5356077946670427,0.09317148040010795,DROWSY,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,126,0.2619193561282413,0.56805159502172,0.1700290488500386,DROWSY,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,127,0.5371948093033966,0.20154651294795692,0.2612586777486465,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,128,0.7239699513707311,0.09009403839280208,0.18593601023646672,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,129,0.7093344726739399,0.2008175268563319,0.08984800046972813,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,130,0.3955905005524848,0.39551076047980743,0.2088987389677078,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,131,0.5995485587567171,0.17439214859730756,0.2260592926459753,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,132,0.690610190749105,0.22191352389721933,0.08747628535367567,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,133,0.48902392402261613,0.20408861345298698,0.30688746252439686,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,134,0.7816877731704585,0.09727670066121259,0.12103552616832904,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,135,0.5229643809393587,0.22269775073494225,0.25433786832569905,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,136,0.43703401677539605,0.24516542404473438,0.3178005591798695,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,137,0.3476758793969849,0.09736180904522612,0.554962311557789,AGGRESSIVE,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,138,0.28478581979320533,0.6407680945347121,0.07444608567208273,DROWSY,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,139,0.2726553910330709,0.48360895045621144,0.2437356585107177,DROWSY,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,140,0.3147317896513529,0.32121947360092834,0.36404873674771876,AGGRESSIVE,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,141,0.3147317896513529,0.32121947360092834,0.36404873674771876,AGGRESSIVE,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,142,0.31915749932921916,0.3955370718182631,0.28530542885251764,DROWSY,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,143,0.385903364694626,0.4018497847233296,0.21224685058204432,DROWSY,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,144,0.3667573467085105,0.2529230254906705,0.3803196278008189,AGGRESSIVE,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,145,0.5182739499012047,0.052775830199502834,0.4289502198992925,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,146,0.3061799810914188,0.37631784071418295,0.3175021781943982,DROWSY,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,147,0.6453251016282254,0.18269602834720983,0.17197887002456466,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,148,0.6556226456205925,0.1037749684686006,0.240602385910807,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,149,0.7214661475179729,0.07445471078616851,0.2040791416958586,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,150,0.6668691163073186,0.09262071059823869,0.24051017309444278,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,151,0.5637212653417751,0.11824860212388077,0.31803013253434403,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,152,0.3270547255667861,0.3337964267976752,0.3391488476355387,AGGRESSIVE,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,153,0.4632566450748269,0.28612910431092253,0.25061425061425063,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,154,0.28988103725102443,0.5141620844207773,0.19595687832819833,DROWSY,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,155,0.5637212653417751,0.11824860212388077,0.31803013253434403,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,156,0.3476758793969849,0.09736180904522612,0.554962311557789,AGGRESSIVE,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,157,0.5637212653417751,0.11824860212388077,0.31803013253434403,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,158,0.7429229418505559,0.053601943856461456,0.20347511429298265,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,159,0.5637212653417751,0.11824860212388077,0.31803013253434403,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,160,0.44543772663361203,0.07903500333012654,0.4755272700362614,AGGRESSIVE,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,161,0.44543772663361203,0.07903500333012654,0.4755272700362614,AGGRESSIVE,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,162,0.749643027129938,0.09328891004283674,0.1570680628272251,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,163,0.7356936429499366,0.05620272291443365,0.20810363413562974,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,164,0.702724391184647,0.0021313645178012504,0.29514424429755176,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,165,0.6128048996558202,0.03142781137732859,0.3557672889668512,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,166,0.7485537310816338,0.05346812364868812,0.197978145269678,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,167,0.621604040713247,0.08322491773169051,0.29517104155506235,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,168,0.6106153846153846,0.10553846153846154,0.2838461538461538,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,169,0.6760855375141809,0.0620143581955562,0.26190010429026284,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,170,0.3476758793969849,0.09736180904522612,0.554962311557789,AGGRESSIVE,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,171,0.8199162435607605,0.10003335433421043,0.08005040210502909,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,172,0.711984252376389,0.054391463130358204,0.23362428449325287,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,173,0.6556226456205925,0.1037749684686006,0.240602385910807,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,174,0.5637212653417751,0.11824860212388077,0.31803013253434403,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,175,0.6469753847432504,0.27107534180160964,0.08194927345513983,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,176,0.6509374006990785,0.26803304734667943,0.08102955195424213,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,177,0.711984252376389,0.054391463130358204,0.23362428449325287,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,178,0.7671919770773639,0.07521489971346704,0.15759312320916904,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,179,0.7848244620611551,0.0566251415628539,0.15855039637599094,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,180,0.7174693574346911,0.07552309025628327,0.20700755230902562,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,181,0.6494875297103709,0.10562372957916134,0.24488874071046773,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,182,0.7186462395142943,0.10483904383117552,0.17651471665453022,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,183,0.746657325035767,0.053871379872710456,0.19947129509152245,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,184,0.6318771675594705,0.09174984124916556,0.276372991191364,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,185,0.5106382978723404,0.0667311411992263,0.42263056092843326,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,186,0.5128872495798444,0.091002721715722,0.3961100287044336,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,187,0.7572115384615385,0.08413461538461539,0.15865384615384615,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,188,0.6471104712333141,0.08443157670687311,0.2684579520598129,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,189,0.7174693574346911,0.07552309025628327,0.20700755230902562,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,190,0.6029290927546039,0.04350137754362221,0.3535695297017739,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,191,0.6932854704878479,0.052962984758429935,0.25375154475372214,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,192,0.6970128022759602,0.06970128022759602,0.2332859174964438,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,193,0.5453541101738782,0.11439582849775291,0.34025006132836877,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,194,0.6494875297103709,0.10562372957916134,0.24488874071046773,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,195,0.5995485587567171,0.17439214859730756,0.2260592926459753,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,196,0.4051194698214773,0.1270618608148301,0.46781866936369265,AGGRESSIVE,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,197,0.578221133743504,0.07556298906875336,0.3462158771877427,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,198,0.7201889020070837,0.07201889020070837,0.20779220779220775,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,199,0.2726553910330709,0.48360895045621144,0.2437356585107177,DROWSY,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,200,0.6336366585286736,0.28390213921089924,0.08246120226042716,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,201,0.5078188360062638,0.051711186075018005,0.4404699779187183,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,202,0.48430780394625916,0.22457821553959598,0.29111398051414483,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,203,0.7144716293597085,0.07938573659552317,0.20614263404476835,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,204,0.6249959737942319,0.10164075937461751,0.2733632668311506,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,205,0.41588462600055204,0.23330113165884628,0.3508142423406017,NORMAL,NORMAL,LogisticRegression
D1,NORMAL,SECONDARY,0,206,0.5437568656169901,0.11406078359575246,0.3421823507872574,NORMAL,NORMAL,LogisticRegression
